"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"ITAL199  SC","16.0902","ITAL199  SC","Independent Study in Italian","SITA","SITA","SC","SC",""
"IUG 800  PZ","","IUG 800  PZ","Intercultural-Global Ed Obj","ZREG","ZREG","PZ","PZ",""
"IUL 800  PZ","","IUL 800  PZ","Intercultural-Local Ed Obj","ZREG","ZREG","PZ","PZ",""
"JAPN001A PO","","JAPN001A PO","Elementary Japanese","PALL","PALL","PO","PO","A beginning Japanese language course stressing grammar, vocabulary building, oral and aural communication skills; introduction to the Japanese writing systems (katakana, hiragana and 86 kanji). Prerequisite: any entering student who has previously learned Japanese must take a placement examination."
"JAPN001B PO","","JAPN001B PO","Elementary Japanese","PALL","PALL","PO","PO","A beginning Japanese language course stressing grammar, vocabulary building, oral and aural skills; introduction to the Japanese writing systems (katakana, hiragana and 138 additional kanji). Prerequisite: JAPN 001A PO."
"JAPN011  PO","","JAPN011  PO","Japanese Conversation, Intermed","PALL","PALL","PO","PO","Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Prerequisite: JAPN 001B PO. Cumulative credit; graded P/NC. May be taken a total of four times for a total of one course credit."
"JAPN012A PO","","JAPN012A PO","Japanese Kanji Class","PALL","PALL","PO","PO","Designed for those who have completed JAPN 001B POor equivalent. Focuses on systematic learning of kanji characters. Covers approximately 350 characters and helps students build up kanji vocabulary. Can be taken separately or concurrently with JAPN 051A PO. P/NC grading only."
"JAPN012B PO","","JAPN012B PO","Intermediate Kanji","PALL","PALL","PO","PO","Focuses on systematic learning of kanji characters. Covers approximately 350 characters and helps students build up kanji vocabulary. Can be taken separately or concurrently with JAPN 051A PO. P/NC grading only."
"JAPN013  PO","","JAPN013  PO","Japanese Conversation, Advanced","PALL","PALL","PO","PO","Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Prerequisite: JAPN 051A PO. Cumulative, one-quarter course credit; graded P/NC. Does not satisfy the foreign language requirement. May be taken a total of four times for a total of one course credit."
"JAPN014A PO","","JAPN014A PO","Japanese Kanji","PALL","PALL","PO","PO","Designed for those who have completed JAPN 051B POor equivalent. Focuses on systematic learning of kanji characters. Covers approximately 350 characters, builds kanji vocabulary, and helps students prepare for the N2 level or above of the Japanese Language Proficiency Test. Can be taken separately or concurrently with JAPN 111A POor above. P/NC grading only."
"JAPN014B PO","","JAPN014B PO","Advanced Kanji","PALL","PALL","PO","PO","Designed for those who have completed JAPN 051B POor equivalent. Focuses on systematic learning of kanji characters. Covers approximately 350 characters, builds kanji vocabulary, and helps students prepare for the N2 level or above of the Japanese Language Proficiency Test. Can be taken separately or concurrently with JAPN 111A POor above. P/NC grading only."
"JAPN051A PO","","JAPN051A PO","Intermediate Japanese","PALL","PALL","PO","PO","A continuation of elementary Japanese with emphasis on developing further skills in all aspects of the language; new grammatical forms, additional vocabulary and kanji (numbering 250 beyond 1A/B), reading and writing composition. Prerequisite: JAPN 001B PO."
"JAPN051B PO","","JAPN051B PO","Intermediate Japanese","PALL","PALL","PO","PO","A continuation of elementary Japanese with emphasis on developing further skills in all aspects of the language; new grammatical forms, additional vocabulary and kanji (numbering 250 beyond 1A/B), reading and writing composition. Prerequisite: JAPN 051A PO."
"JAPN111A PO","","JAPN111A PO","Advanced Japanese","PALL","PALL","PO","PO","Develops speaking, listening, reading and writing skills in a balanced, integrated way, based on a variety of texts which include newspaper and magazine articles, short stories and animation. Prerequisite: JAPN 051B PO. "
"JAPN111B PO","","JAPN111B PO","Advanced Japanese","PALL","PALL","PO","PO","Develops speaking, listening, reading and writing skills in a balanced, integrated way, based on a variety of texts which include newspaper and magazine articles, short stories and animation. Prerequisite: JAPN 111A PO."
"JAPN123  PO","","JAPN123  PO","Intro to Japanese Linguistics","PALL","PALL","PO","PO","This course deals with issues of the usage of the modern Japanese language and how they have been treated in the field of linguistics while providing focused, high-level language training for students who possess fourth-year level ability or equivalent in Japanese. It concentrates on pragmatics, cognitive linguistics, discourse/conversation analysis and speech varieties (politeness, gender and role language). Students will conduct their own projects that utilize a corpus of data collected from media (audiovisual and textual) to investigate a specific aspect of modern Japanese. No previous linguistics training is required. Prerequisite: JAPN 111B POor equivalent."
"JAPN124  PO","","JAPN124  PO","Readings in Current Japanese","PALL","PALL","PO","PO","Readings in non-literary writings in the original Japanese, including newspaper/magazine articles and essays dealing with various contemporary topics. Emphasis also on composition. Speaking/writing intensive. May be repeated once for credit with permission of instructor. Prerequisite: JAPN 111B POor equivalent."
"JAPN125  PO","","JAPN125  PO","Readings in Modern Japanese Lit","PALL","PALL","PO","PO","Advanced training in integrating all four language skills by engaging a variety of literary texts.  We will also watch films and TV programs.  Different themes and readings every year.  May be repeated once for credit.  Prerequisite: JAPN 111B PO or equivalent."
"JAPN125H PO","","JAPN125H PO","Continuing Japanese","PALL","PALL","PO","PO","For those who are ready to participate in a class conducted entirely in Japanese, this course provides high level of training in all four skills--speaking, listening, reading and writing--by reading short stories, newspaper and magazine articles, watching animations and films. Parts of the course materials will be chosen to accommodate the participants' interests. Prerequisites: JAPN111A PO or equivalent. May be repeated once for credit."
"JAPN126  PO","","JAPN126  PO","Japanese through Current Media","PALL","PALL","PO","PO","This course focuses on Japanese in a variety of media: TV programs, cinema, documentaries and animation, as well as print media and online materials. The goal is to cultivate the listening and reading comprehension necessary for today's fast-paced communications. There will be a routine dictation and writing of summaries of the audio-visual and printed materials. Another requirement for each student is the production of a short documentary video, narrated by that student. Prerequisites: JAPN 111B POor equivalent. May be repeated twice for credit."
"JAPN126H PO","","JAPN126H PO","Japanese Through Current Media","PALL","PALL","PO","PO","This course focuses on raising the proficiency level in Japanese using a variety of media: TV programs, cinema, documentaries and animation, as well as print media and online materials. The goal is to cultivate the listening, speaking and reading comprehension necessary for today's fast-paced communications. Prerequisites: JAPN111B PO."
"JAPN131  PO","","JAPN131  PO","Intro to Classical Japanese","PALL","PALL","PO","PO","Covers the fundamentals of classical Japanese grammar, combined with readings from prose and poetry texts of the Heian (794-1185), Kamakura (1185-1333) and Tokugawa (1600-1868) periods. Readings include Makura no soshi, Hojoki, Heike monogatari and the haikai poetry of Basho. Prerequisite: JAPN 111A PO."
"JAPN191A PO","","JAPN191A PO","Senior Thesis","PALL","PALL","PO","PO","A two-semester directed study of selected topics, culminating in a broad-ranging research paper or translation exercise. Half-course credit. JAPN191A PO, first semester; JAPN191B PO, second semester. Letter grade only. Corequisites: JAPN120  PO series, JPNT courses."
"JAPN191B PO","","JAPN191B PO","Senior Thesis","PALL","PALL","PO","PO","A two-semester directed study of selected topics, culminating in a broad-ranging research paper or translation exercise. Half-course credit. JAPN191A PO, first semester; JAPN191B PO, second semester. Letter grade only. Corequisites: JAPN120  PO series, JPNT courses."
"JAPN191H PO","","JAPN191H PO","Senior Thesis","PJPN","PJPN","PO","PO","A two-semester directed study of selected topics, culminating in a broad-ranging research paper or translation exercise. Letter grade only."
"JAPN192  PO","","JAPN192  PO","Senior Research Paper","PALL","PALL","PO","PO","A one-semester directed study of selected topics, culminating in a broad-ranging research paper that will include translation of excerpts from texts. Taken in either semester. Letter grade only."
"JAPN199DRPO","","JAPN199DRPO","Japanese: Directed Readings","PJPN","PJPN","PO","PO","Directed Readings. Syllabus reflects workload of a standard course in the department or program.  Examinations, written papers, and/or oral presentations equivalent to a standard course. Regular interaction with the faculty supervisor. Weekly meetings are the norm. Available for full- or half-course credit. "
"JAPN199IRPO","","JAPN199IRPO","Japanese: Indep Research Project","PJPN","PJPN","PO","PO","Independent Research Project. A substantial and significant piece of original research produced. Prerequisite course work required. Available for full- or half-course credit."
"JPNT156  PO","","JPNT156  PO","Japanese Media","PALL","PALL","PO","PO","The concept of modern media in Japan is influenced by a number of traditional cultural elements. This course traces the historical development of media, and tries to understand how media operates in today's society.  There will also be occasions to discuss current topics with guest speakers. No knowledge of Japan or Japanese required."
"JPNT170  PO","","JPNT170  PO","Pre-Modern Japanese Literature","PALL","PALL","PO","PO","Pre-Modern Japanese Literature in English: Courtiers and Warriors. Introduction to the major works of Japanese prose, poetic and dramatic literature from the 8th to the 18th centuries, with a focus on the aesthetic, social and political interactions between the imperial court and the developing warrior class."
"JPNT171  PO","","JPNT171  PO","Lit Aesthetics of Pre-Mod Japan","PALL","PALL","PO","PO","This course examines Japanese literature from the 8th to the 19th centuries through the aesthetic categories that have shaped its production and reception. Readings include pre-modern literary texts together with reflections on these texts by both their original producers and modern literary critics. Topics include waka and haiku poetry, the novel, the Buddhist aesthetic of ìimpermanence,î fashion and eroticism in urban popular culture, and the warrior ethos."
"JPNT172  PO","","JPNT172  PO","Intro to Japanese Philosophy","PALL","PALL","PO","PO","This course examines the history of philosophical thought in Japan, including the pre-modern traditions of Buddhism, Confucianism, and Shinto, as well as the engagement of Japan with Western philosophy after the opening of the country in the Meiji period (1868-1912). Topics in pre-modern thought include metaphysics, ethics, rulership and governance, and philosophy of language. In the modern period, the course investigates such topics as Enlightenment thought and Japanese democracy, the encounter of Buddhism with Western thought in the philosophy of the Kyoto School, hermeneutics and the Japanese reception of Heidegger, aesthetics, Marxism, and postmodernism."
"JPNT173  PO","","JPNT173  PO","Japanese Images of Foreign","PALL","PALL","PO","PO","This course explores how Japan's cultural identity has been defined in relation to the foreign, particularly China and the West, since 1600. Through readings in fiction, drama, travelogues, philosophy, political thought, and government propaganda, we will examine such topics as the Confucian, National Learning (kokugaku), and Dutch Learning movements of the Tokugawa period (1600-1868), the Meiji period (1868-1912) quest for "civilization and enlightenment," and the World War II discourse on "overcoming modernity.""
"JPNT174  PO","","JPNT174  PO","(Post-) Modrn Jpn Lit & Cinema","PALL","PALL","PO","PO","A radical process of modernization began in Japan in the mid 19th century, but some say that Japan was in a "post-modern" phase even before it was Westernized.  This course will try to understand the intellectual challenges Japan has tackled and the reconfiguring of its cultural identity from the Meiji Restoration of 1868 to the present day.  Readings and films include Japanese and non-Japanese works.  No knowledge of Japan or Japanese is required.  "
"JPNT175  PO","","JPNT175  PO","Tokyo as Metaphor","PALL","PALL","PO","PO","What makes Tokyo unique? In the century and a half since the Emperor moved from Kyoto, the samurai capital of Edo became a modern city without any clear, overarching design. This ever-expanding, densely populated metropolis has been constantly evolving, re-structuring its infrastructure, creating new landmarks and reinventing its identity. How have artists such as print makers, photographers, film directors and writers represented its changing mores, ambitions, failures and disasters? This course studies the underlying values, issues and limitations of the city through close readings of art works, film and literature (in translation), and explore future possibilities."
"JPNT176  PO","","JPNT176  PO","Time & Space in Modern Japan","PALL","PALL","PO","PO","This course offers an interdisciplinary, comparative approach to the literary expression of Japanese temporal and spatial concepts from the 8th century onward, with some reference to China and Korea. The focus, however, is on modern Japan, which in some ways "left Asia," looking ahead to a very foreign time-space but trying to comprehend it with a language that does not even have a future tense."
"JPNT177  PO","","JPNT177  PO","Japanese/Japn Amer Women Writers","PALL","PALL","PO","PO","Japanese and Japanese American Women Writers: How, Where and What. An examination of writings by classical/modern Japanese/Japanese American women writers within local/global settings focusing on what they wrote, why they wrote, and where they wrote. The course will explore how local/global gender and race politics inform their writings--and their reception--and the ways these formulations (which have crossed back and forth across the Pacific from the earliest Japanese immigration to the U.S. through international exchanges to this day) continue to fashion the writings of these women writers."
"JPNT179  PO","","JPNT179  PO","Graphically Speaking:Japn Manga","PALL","PALL","PO","PO","Graphically Speaking: Japanese Manga and Its Buds. Text?  Image? ó manga positions itself in the interstices of image and word, mainstream culture and subculture, local and global economies. This course will examine its historical and cultural contexts, technical and narrative strategies and local and global significance, reading shÙjo girls, shÙnen boys, information and ìotherî manga, as well as pop culture, visual literacy and graphic art articles."
"JPNT199DRPO","","JPNT199DRPO","Japnese in Transln: Dir Readings","PJPN","PJPN","PO","PO","Directed Readings. Syllabus reflects workload of a standard course in the department or program.  Examinations, written papers, and/or oral presentations equivalent to a standard course. Regular interaction with the faculty supervisor. Weekly meetings are the norm. Available for full- or half-course credit."
"JPNT199IRPO","","JPNT199IRPO","Japanese Trnsln: Indep Rsch Proj","PJPN","PJPN","PO","PO","Independent Research Project. A substantial and significant piece of original research produced. Pre-requisite course work required. Available for full- or half-course credit."
"JWST198  SC","","JWST198  SC","Independent Internship","SIDO","SIDO","SC","SC",""
"JWST199  SC","","JWST199  SC","Independent St: Jewish Studies","SIDO","SIDO","SC","SC",""
"KORE001  CM","","KORE001  CM","Introductory Korean","MMOD","MMOD","CM","CM","Korean 1 is designed for students who do not have any Korean language background. Emphasis is placed on the acquisition of four basic skills: comprehension, speaking, reading, and writing. This course includes a tutorial session each week (times arranged). "
"KORE002  CM","","KORE002  CM","Continuing Introductory Korean","MMOD","MMOD","CM","CM","A continuation of KORE 001  CM, Korean 2 aims to equip students with basic communicative skills in Korean, with emphasis on conversation, reading, and writing. This course includes a tutorial session each week (times arranged). Prerequisite: Korean 1 or equivalent."
"KORE033  CM","","KORE033  CM","Intermediate Korean","MMOD","MMOD","CM","CM","Korean 33 is the first semester of second year Korean. This course furthers development of four basic skills, with emphasis on conversation, reading, and writing. This course includes a tutorial session each week (times arranged). 
Prerequisite: Korean 2 or equivalent. "
"KORE044  CM","","KORE044  CM","Advanced Korean","MMOD","MMOD","CM","CM","Korean 44 is the second semester of second year Korean. This course aims to equip students with advanced communicative skills in Korean, with emphasis on advanced grammar and vocabulary building. This course includes a tutorial session each week (times arranged). 
Prerequisite: Korean 33 or equivalent."
"KORE090  CM","","KORE090  CM","Korean thru Pop Culture & Media","MMOD","MMOD","CM","CM","This course is designed to help students improve Korean language proficiency and cultural competence through a variety of popular media content such as television programs, news clips, and documentaries. It aims to equip students with communicative skills, with emphasis on vocabulary building, advanced grammar, and writing. Discussion topics are also selected to extend students' understanding of Korean society, history, politics, and culture.  Prerequisite:  KORE044 or equivalent. "
"KORE100  CM","","KORE100  CM","Readings in Korean Lit & Culture","MMOD","MMOD","CM","CM","This class is designed to help students improve language proficiency through extensive reading of a variety of modern Korean texts, including literature, academic writings, essays, and news articles. Topics will be selected to extend students' understanding of Korean society and culture. For each topic, students will be expected to actively participate in discussions and to write critical essays. Prerequisite: Korean 44 or equivalent. "
"KORE199  CM","","KORE199  CM","Independent Study in Korean","MMOD","MMOD","CM","CM",""
"KRNT130  CM","","KRNT130  CM","Korean Cinema & Culture","MMOD","MMOD","CM","CM","This course examines Korean history, politics, culture, and society through analysis of their representation in contemporary Korean cinema. This course will follow the history of Korea chronologically from Yi Dynasty to the present focusing on the topics such as Confucianism, Colonial period, nationalism, Korean War, national division, military government, democratic movements, and urbanization. The focus of the class will be equally distributed between the films themselves and the historical time and people captured on these films. Knowledge of Korean is not required. "
"LAMS190  PO","","LAMS190  PO","LAMS Senior Seminar","PCLA","PCLA","PO","PO","A seminar for LAMS majors to assist them as they conceive of, research, and write their senior theses. Common readings and research exercises will complement guided individual work.  Letter grade only."
"LAMS191  PO","","LAMS191  PO","Senior Thesis in LAMS","PCLA","PCLA","PO","PO","The culminating course for the LAMS major, students complete their theses under the guidance of their thesis advisors. Letter grade only."
"LANG100  CG","","LANG100  CG","Fndtns in Graduate Wrtng/Presntg","GCGU","GCGU","CG","CG",""
"LAST190  PO","","LAST190  PO","Senior Tutorial/Latin Amer Stds","PLAS","PLAS","PO","PO","Senior Tutorial. Required of all majors during the first semester of the senior year. Prepares students for their senior exercise, emphasizing integrative analytical methods and important topics in the core disciplines chosen by students for their exams or senior theses."
"LAST191  PO","","LAST191  PO","Senior Thesis","PLAS","PLAS","PO","PO","Senior Thesis. With permission of the Latin American Studies Committee, students may elect to write a senior thesis. Thesis projects require substantial original research, writing and interpretation. Students select and work closely with a track advisor who is their primary reader. Students must select a second reader in consultation with their track advisor."
"LAST191  SC","05.0107","LAST191  SC","Senior Thesis:Latin American St","SIDO","SIDO","SC","SC",""
"LAST193  PO","","LAST193  PO","Senior Comprehensive Exam","PLAS","PLAS","PO","PO","Senior Comprehensive Examination. Three-hour comprehensive examination consists of written field examinations in two chosen core disciplines and one interdisciplinary examination taken during the spring semester of the senior year. Prerequisite: 190."
"LAST199  SC","05.0107","LAST199  SC","Independ St: Latin American St","SIDO","SIDO","SC","SC",""
"LAST199DRPO","","LAST199DRPO","Latin Amer St: Directed Readings","PLAS","PLAS","PO","PO","Directed Readings. Syllabus reflects workload of a standard course in the department or program.  Examinations or papers equivalent to a standard course. Regular interaction with the faculty supervisor. Weekly meetings are the norm. Available for full- or half-course credit."
"LAST199IRPO","","LAST199IRPO","Latin Amer St: Indep Research","PLAS","PLAS","PO","PO","Independent Research or Creative Project. A substantial and significant piece of original research or creative product produced. Pre-requisite course work required. Available for full- or half-course credit."
"LAST199RAPO","","LAST199RAPO","Latin Amer St: Rsch Asstship","PLAS","PLAS","PO","PO","Research Assistantship. Lab notebook, research summary or other product appropriate to the discipline is required. Half-course credit only."
"LATN001  PO","","LATN001  PO","Introductory Latin","PCLA","PCLA","PO","PO","Introductory Latin. Intensive study of Latin grammar and syntax, elementary composition and readings from various Latin authors. Previously offered as CLAS008A PO."
"LATN001  SC","","LATN001  SC","Introductory Latin","SCLA","SCLA","SC","SC","Students will learn the basics of Latin grammer and syntax along with some aspects of ancient Roman culture and literature. This is a two-semester sequence followed by LATN002. First semester will cover most of the grammar along with doctored elementary reading from love poerty, epic, and history.
Formerly CLAS008A SC.
"
"LATN002  PO","","LATN002  PO","Introductory Latin","PCLA","PCLA","PO","PO","Intensive study of Latin grammar and syntax, elementary composition and readings from various Latin authors. Previously offered as CLAS008B PO."
"LATN002  SC","","LATN002  SC","Introductory Latin","SCLA","SCLA","SC","SC","This is the second semester of the Indroductory Latin sequence. In the first half of the course (LATN001), students will complete the study of basic grammar. In the second half, they will read original Latin texts from such authors as Cicero, Ceasar, Ovid, and Vergil.
Formerly CLAS008B SC."
"LATN022  PO","","LATN022  PO","Introductory Latin Accelerated","PCLA","PCLA","PO","PO","Accelerated introduction to Latin grammar, in one semester. No previous experience with Latin required. Course is the equivalent of both LATN001  PO and LATN002  PO. Course will prepare students for LATN033  PO. Previously offered as CLAS032  PO."
"LATN022  SC","","LATN022  SC","Advanced Introductory Latin","SCLA","SCLA","SC","SC","Intensive course for students with some previous Latin who are too advanced for LATN001 and not ready for LATN033. Designed to place students in Intermediate Latin (LATN033) to meet the language requirement. Focus on review and mastery of basic grammar and vocabulary. "
"LATN033  PO","","LATN033  PO","Intermediate Latin","PCLA","PCLA","PO","PO","For students with two or three years of secondary school Latin or one year of college Latin. Selections from Latin poetry and prose of the late Republic and early Empire. Reading and translation from texts; grammar review and composition. Prerequisite: LATN 001 PO and LATN 002 PO or LATN 022 PO, or permission of instructor, or Latin placement test results; test results valid for one year. Can be repeated twice, once for credit. Previously offered as CLAS100  PO, CLAS110  PO, and CLAS112  PO."
"LATN033  SC","","LATN033  SC","Intermediate Latin","SCLA","SCLA","SC","SC","For students with two or three years of secondary school Latin or one year of college Latin. Selections from Latin poetry and prose of the late Republic and early Empire. Reading and translation from texts; grammar review and composition. Prerequisites: LATN001, LATN002, LATN022.  "
"LATN044  PO","","LATN044  PO","Advanced Latin Readings","PCLA","PCLA","PO","PO","Great works of Latin prose and poetry from the writings of the major authors of the Roman Republic and Empire. May include the Roman letter, satire, lyric poetry, historians, drama, philosophy, elegiac poets or Lucretius. Prerequisites: LATN033  PO. May be repeated seven times. Previously offered as CLAS181A PO and CLAS181B PO."
"LATN044  SC","","LATN044  SC","Advanced Latin Readings","SCLA","SCLA","SC","SC","Great works of Latin prose and poetry from the writings of major authors of the Roman Republic and Empire, selected according to the needs of students. Authors and topics covered may include the Roman letter, satire, lyric poetry, historians, drama, philosophy, elegiac poets, Lucretius, Apuleius, and Medieval Latin. Each semester may be repeated for credit. Prerequisite: LATN033 "
"LATN057  SC","","LATN057  SC","Int/Adv Readings in Latin","SCLA","SCLA","SC","SC","This is a half-credit course with rotating Classical Latin authors. The class will include translation, grammar, discussion of cultural and historical context, and literary interpretation. Prerequisite: CLAS032/LATN022 or equivalent proficency in Latin, or instructor permission.  "
"LATN103  PO","","LATN103  PO","Readings in Medieval Latin","PCLA","PCLA","PO","PO","Latin survived for centuries after the decline of the Roman Empire as the political, intellectual and ecclesiastical language of medieval Europe, yielding a huge corpus of works, many of which remain untranslated today. This course provides students the chance to hone their skills by producing original translations of medieval texts. P/NC grading only. Prerequisite: one year of Classical Latin or the equivalent, or LATN001  PO and LATN002  PO, or CLAS008A SC and CLAS008B SC, or LATN022  PO. May be repeated 4 times for credit. Previously offered as CLAS103  PO."
"LDT 3005 ST","","LDT 3005 ST","Hindu Sacred Scriptures","GREL","GREL","CG","CG",""
"LDT 3007 ST","","LDT 3007 ST","Journey into Hindu Yoga","GREL","GREL","CG","CG",""
"LEAD010  CM","","LEAD010  CM","Foundations of Leadership","MIDS","MIDS","CM","CM","This course is designed to provide a solid foundation on how leadership is defined, viewed, and studied.  Using multidisciplinary approaches, the course will review conceptualizations and theories of leaders and leadership from ancient times to the present.
"
"LEAD040  CM","","LEAD040  CM","Practicum in Event Management","MIDS","MIDS","CM","CM","This course will instruct students in leadership theory as it relates to event management and then provide them with the practical skills to be effective event managers. The course will prepare students for managing events, giving them hands on work experience at an established campus event, as well as the opportunity to design and implement their own event, consistent with CMC's Personal and Social Responsibility Initiative. Students will work in small groups to design and implement management solutions for design, budgeting, operations, marketing, hospitality, social and traditional media, volunteer recruitment and training, risk management, and emergency planning."
"LEAD041  CM","","LEAD041  CM","Leadership in Sports","MIDS","MIDS","CM","CM","Legendary coach John Wooden said, ìI believe leadership is largely learned. Whatever leadership skills I
possess were learned through listening, observation, study, and then trial and error along the way.î This
course examines leadership in sports through analyses of coaches, athletes, and executives. Students will
study leadership behavior to determine why certain coaches, athletes, and management teams are
successful, measurement of success, the outcomes, barriers to, and social responsibility of successful
leadership. Also examined are cases of failed leadership, the behaviors that lead to failure, and whether
atonement for a coach, athlete, or organization is possible.
"
"LEAD049A HM","","LEAD049A HM","Building Successful Teams /","HMID","HMID","HM","HM","In this experiential and highly interactive class, we will explore and practice competences which are required to build and maintain successful teams. Those competences include building trust, communicating effectively, aligning around common goals, holding each other accountable, engaging in productive conflicts, and celebrating successes. We will explore the exciting science behind those key competences and you will practice them through interactive group activities. Prepare yourself to step out of your comfort zone which is required to acquire and improve those crucial competences. This course will prepare you well for your future team-based classes, your internships, and your work in research teams. Half-semester course."
"LEAD101  HM","","LEAD101  HM","Fundamentals of Leadership","HMID","HMID","HM","HM","Successful leaders must know how to lead themselves, how to lead others, and how to lead their cause. Many diverse competencies are required to be successful in those three dimensions of leadership. This course will introduce those competencies in theory and offer plenty of opportunities to practice them. Taught through some lecture but mainly through experiential learning, group discussions, self-reflection, and enthusiastic practice in real life. This course requires students to be willing to step out of their comfort zone, to take risks and participate actively in service of personal and group learning. Juniors and seniors only. Non-HMC students need permission. No pass/fail grading (i.e., no pass/no-credit, credit/no-credit, etc.) "
"LEAD121  CM","","LEAD121  CM","Strategies:Solving Soc Problems","MIDS","MIDS","CM","CM","The news can seem depressing - full of gloom and doom, detailing everything that's wrong with the world. This course will introduce students to rigorous and compelling reporting about (positive) responses to social problems. These are news stories that highlight the most promising ideas for solving the challenges of the 21st century from improving education to increasing economic prosperity and opportunity for all. Students will also apply this knowledge to selecting a social change organization that deserves funding. Acting as philanthropists, they will evaluate and determine the initiative that can most effectively make a difference in the community."
"LEAD122  CM","","LEAD122  CM","Civic Leadership","MIDS","MIDS","CM","CM","Civic leaders are people who strive to make a positive impact in their communities. Whether they are working to improve education, public health, human rights, the environment, freedom, or financial prosperity for all Americans, civic leaders are attempting to make the world a better place. How do they succeed? What are the most effective strategies and best practices? What are the obstacles, barriers, and challenges that civic leaders face most often? This course will explore the essential tools that nonprofits need to function efficiently and effectively for sustained growth and maximum impact.
"
"LEAD142  CM","","LEAD142  CM","Leading Social Innovation","MIDS","MIDS","CM","CM","Social entrepreneurs are motivated by the desire to see the world as it can be, not merely as it is. This course is about the leadership opportunities and challenges of creating and sustaining creative solutions that address social problems-whether through nonprofit, for-profit, or hybrid models of change. Students learn about the key determinants of social innovation: the complexity of the worldís problems, theoretical frameworks rooted in psychology and business management, community building and ecosystem development, governance and funding models, scalability and growth, and impact measurement techniques. Students learn from and work directly alongside multi-award winning social entrepreneurs and practitioners who are creating systems change in their respective sectors.
"
"LEAD150  CM","","LEAD150  CM","Leadership/Innovation/Entreprenr","MIDS","MIDS","CM","CM","This course provides an overview of leadership, innovation, and social entrepreneurship theories and constructs, with applications and implications for leading in innovative and cutting-edge organizations in Silicon Valley. Topics will range from leading creative, entrepreneurial teams to the leadership skills necessary to foster innovative organizations. A central theme will be to equip students with the knowledge and skills to be effective leaders in innovative organizations - both established firms and startups. Offered as part of the Silicon Valley Program.
"
"LEAD151  HM","","LEAD151  HM","Interpersonal Dynamics","HMID","HMID","HM","HM","This course is designed to help students explore and understand their impact on others as well as other people's impact on them. Students will experience in a small and intimate training group (max. 12) how changing their behavior is changing their impact on others. As a result, students will learn how to authentically engage, assess and influence group dynamics, and create productive and trusted relationships. Instructor permission required. Interview required to enroll. No pass-fail grading. PERMs must be submitted by 11/6/2020. Interviews will take place between 11/9/2020 and 11/12/2020.."
"LEAD179  HM","","LEAD179  HM","Special Topics in Leadership","HMID","HMID","HM","HM",""
"LEAD179B HM","","LEAD179B HM","Leading Myself","HMID","HMID","HM","HM","Successful leaders must know how to lead themselves, how to lead others, and how to lead their cause. Numerous competences are required to be successful in those three dimensions of leadership. This course will introduce leadership competences in the "Leading Myself" dimension, designed to expand students' capacity to engage successfully as leaders through developmental and critical learning focused on the exploration of identity, self-awareness, and impact. Rooted in experiential learning, this hybrid course offers lectures, workshops, reading assignments, group discussions, self-reflection, and enthusiastic practice in your life outside of class."
"LEAD179C HM","","LEAD179C HM","Leadership Lab: Leading Myself","HMID","HMID","HM","HM","Successful leaders must know how to lead themselves, how to lead others, and how to lead their cause. Numerous competences are required to be successful in those three dimensions of leadership. This course will introduce leadership competences in the "Leading Myself" dimension, designed to expand students' capacity to engage successfully as leaders through developmental and critical learning focused on the exploration of identity, self-awareness, and impact. This leadership lab is rooted in experiential learning and the majority of work will be done in class. Permission required for non-HMC students."
"LEAD179D HM","","LEAD179D HM","Intersectionality of Leadership","HMID","HMID","HM","HM","This is an experiential and student-driven course, in which you are asked to explore how intersectionality and social identities influence and shape leadership practices and leader identities. You donít have to be in an official leadership position and you donít need extensive leadership experience to benefit from this course. We define leadership as the capacity of influencing others to achieve a common goal. If this is something you want to get better at, you will benefit from this course. You will spend each week a substantial time in your small and intimate home-group/lab (8 students) in which you are asked to engage authentically, take risks, and step out of your comfort zone with courage, compassion, and curiosity. Instructor permission required. Please make sure to explain in your PERM request what you hope to get from this experiential course as well as what you bring to this student-driven course. Please check out the syllabus for more details: https://tinyurl.com/LEAD179D.
"
"LEAD197  HM","","LEAD197  HM","Indep Study: Leadership Studies","HMID","HMID","HM","HM",""
"LGCS010  PO","","LGCS010  PO","Introduction to Linguistics","PLCS","PLCS","PO","PO","What exactly is language? What do you actually know when you know a language? These questions are at the heart of linguistics, the scientific study of language. Topics covered in this course include: how sounds are produced and how they combine; how words are constructed from their component parts; how sentences are formed and how their meanings are understood; how languages change over time; and how language use reflects aspects of our identity."
"LGCS010  PZ","","LGCS010  PZ","Introduction to Linguistics","ZLIN","ZLIN","PZ","PZ","For students wishing to learn about
the nature of language, including: How is language structured at the levels of sound,
form and meaning? Does the language we speak determine our thoughts, our
perception of the world? Can animals learn to talk? How does our language reflect
our culture, gender, ethnicity?"
